step,sr_dense,sr_sparse,pe_dense,pe_sparse
480000,0.8289670560231717,0.7709858733252919,0.8178429561294355,0.75138433947935
490000,0.8331900312236009,0.7760445895894804,0.8230751289041783,0.7570960307245636
500000,0.8372171046025095,0.7809049507517808,0.8281147285133615,0.762625076076435
510000,0.8410573639527104,0.7855747344269852,0.8329688427244747,0.7679773161031822
520000,0.8447194754886074,0.7900614132652475,0.8376442984355984,0.7731584046059592
530000,0.8482117034030187,0.7943721669099181,0.8421476712768534,0.77817381459121
540000,0.8515419285167674,0.798513893486505,0.846485294858466,0.7830288440520411
550000,0.8547176660631274,0.8024932206411461,0.8506632696784493,0.7877286215647179
560000,0.8577460826472567,0.8063165161462575,0.8546874717024354,0.7922781117062013
570000,0.8606340124188911,0.8099898980903271,0.8585635606277198,0.7966821202984437
580000,0.8633879724947932,0.813519244668162,0.8622969878431431,0.800945299484984
590000,0.8660141776657624,0.816910203587254,0.8658930040960059,0.8050721526452087
600000,0.8685185544213938,0.8201682011053171,0.8693566668767966,0.8090670391514636
610000,0.8709067543242337,0.8232984507134565,0.8726928475321216,0.8129341789740463
620000,0.8731841667635163,0.8263059614788676,0.8759062381158389,0.816677657138943
630000,0.8753559311172586,0.8291955460604115,0.879001357988032,0.8203014280430164
640000,0.8774269483501635,0.8319718284098963,0.8819825601711052,0.823809319631205
650000,0.8794018920734996,0.8346392511713862,0.8848540374719385,0.827205037440146
660000,0.8812852190919206,0.8372020827903802,0.887619828378713,0.8304921685124926
670000,0.8830811794610205,0.8396644243442354,0.8902838227407014,0.8336741851860624
680000,0.8847938260783251,0.8420302161047655,0.8928497672390082,0.8367544487618154
690000,0.8864270238293621,0.8443032438435162,0.8953212706559589,0.8397362130545419
700000,0.8879844583094476,0.8464871448898083,0.8977018089505437,0.8426226278300065
710000,0.889469644140875,0.8485854139512393,0.8999947301470584,0.8454167421321812
720000,0.8908859329042724,0.8506014087059625,0.9022032590438152,0.848121507504081
730000,0.8922365207020281,0.8525383551756868,0.9043305017485463,0.8507397811056062
740000,0.8935244553708532,0.8543993528880013,0.9063794500468808,0.8532743287316834
750000,0.8947526433597554,0.8561873798362798,0.9083529856100351,0.8557278277338928
760000,0.8959238562889481,0.8579052972451054,0.9102538840476389,0.85810286984867
770000,0.8970407372044947,0.8595558541488412,0.9120848188113931,0.8604019639350694
780000,0.8981058065428019,0.8611416917906703,0.9138483649550521,0.8626275386249782
790000,0.8991214678184241,0.86266534784915,0.9155470027560175,0.8647819448885864
800000,0.9000900130480126,0.8641292604990378,0.917183121203637,0.8668674585178162
